run_id,timestamp,case_id,game,provider,model,initial_board,final_board,completed_turns,stopped_reason,winner,total_turns,valid_turns,invalid_turns,is_completed,is_initially_terminal,is_non_terminal_case,has_invalid_turn,has_valid_turn,move_accuracy_case,invalid_move_rate_case,x_win,o_win,draw
20260318_233806,20260318_233806,ttt_case_13,tictactoe,groq,llama-3.1-8b-instant,"Rows/Cols are 0-indexed.
Board:
0: . | . | .
1: . | . | .
2: . | . | .
    0   1   2
Current player: X","Rows/Cols are 0-indexed.
Board:
0: X | X | X
1: . | O | O
2: . | . | .
    0   1   2
Current player: O",5,terminal_state_reached,X,5,5,0,True,False,True,False,True,1.0,0.0,True,False,False
20260318_233806,20260318_233806,ttt_case_14,tictactoe,groq,llama-3.1-8b-instant,"Rows/Cols are 0-indexed.
Board:
0: O | O | .
1: . | X | O
2: X | X | X
    0   1   2
Current player: O","Rows/Cols are 0-indexed.
Board:
0: O | O | .
1: . | X | O
2: X | X | X
    0   1   2
Current player: O",0,terminal_state_reached,X,0,0,0,True,True,False,False,False,0.0,0.0,True,False,False
20260318_233806,20260318_233806,ttt_case_15,tictactoe,groq,llama-3.1-8b-instant,"Rows/Cols are 0-indexed.
Board:
0: O | X | O
1: O | O | X
2: X | X | X
    0   1   2
Current player: O","Rows/Cols are 0-indexed.
Board:
0: O | X | O
1: O | O | X
2: X | X | X
    0   1   2
Current player: O",0,terminal_state_reached,X,0,0,0,True,True,False,False,False,0.0,0.0,True,False,False
20260318_233806,20260318_233806,ttt_case_16,tictactoe,groq,llama-3.1-8b-instant,"Rows/Cols are 0-indexed.
Board:
0: . | . | .
1: . | . | .
2: X | . | .
    0   1   2
Current player: O","Rows/Cols are 0-indexed.
Board:
0: X | X | X
1: O | O | .
2: X | O | .
    0   1   2
Current player: O",6,terminal_state_reached,X,6,6,0,True,False,True,False,True,1.0,0.0,True,False,False
20260318_233806,20260318_233806,ttt_case_17,tictactoe,groq,llama-3.1-8b-instant,"Rows/Cols are 0-indexed.
Board:
0: . | X | .
1: O | . | O
2: . | X | .
    0   1   2
Current player: X","Rows/Cols are 0-indexed.
Board:
0: X | X | .
1: O | O | O
2: . | X | .
    0   1   2
Current player: X",2,terminal_state_reached,O,2,2,0,True,False,True,False,True,1.0,0.0,False,True,False
20260318_233806,20260318_233806,ttt_case_18,tictactoe,groq,llama-3.1-8b-instant,"Rows/Cols are 0-indexed.
Board:
0: X | . | .
1: X | . | O
2: . | X | O
    0   1   2
Current player: O","Rows/Cols are 0-indexed.
Board:
0: X | X | O
1: X | O | O
2: . | X | O
    0   1   2
Current player: X",3,terminal_state_reached,O,3,3,0,True,False,True,False,True,1.0,0.0,False,True,False
20260318_233806,20260318_233806,ttt_case_19,tictactoe,groq,llama-3.1-8b-instant,"Rows/Cols are 0-indexed.
Board:
0: O | X | X
1: X | O | O
2: O | X | X
    0   1   2
Current player: O","Rows/Cols are 0-indexed.
Board:
0: O | X | X
1: X | O | O
2: O | X | X
    0   1   2
Current player: O",0,terminal_state_reached,draw,0,0,0,True,True,False,False,False,0.0,0.0,False,False,True
20260318_233806,20260318_233806,ttt_case_20,tictactoe,groq,llama-3.1-8b-instant,"Rows/Cols are 0-indexed.
Board:
0: . | . | .
1: . | . | .
2: . | . | .
    0   1   2
Current player: X","Rows/Cols are 0-indexed.
Board:
0: X | X | X
1: . | O | O
2: . | . | .
    0   1   2
Current player: O",5,terminal_state_reached,X,5,5,0,True,False,True,False,True,1.0,0.0,True,False,False
20260318_233806,20260318_233806,ttt_case_21,tictactoe,groq,llama-3.1-8b-instant,"Rows/Cols are 0-indexed.
Board:
0: X | . | .
1: . | X | .
2: O | . | .
    0   1   2
Current player: O","Rows/Cols are 0-indexed.
Board:
0: X | X | X
1: . | X | O
2: O | O | .
    0   1   2
Current player: O",4,terminal_state_reached,X,4,4,0,True,False,True,False,True,1.0,0.0,True,False,False
20260318_233806,20260318_233806,ttt_case_22,tictactoe,groq,llama-3.1-8b-instant,"Rows/Cols are 0-indexed.
Board:
0: . | X | .
1: . | O | .
2: X | . | O
    0   1   2
Current player: X","Rows/Cols are 0-indexed.
Board:
0: X | X | X
1: . | O | O
2: X | . | O
    0   1   2
Current player: O",3,terminal_state_reached,X,3,3,0,True,False,True,False,True,1.0,0.0,True,False,False
20260318_233806,20260318_233806,ttt_case_23,tictactoe,groq,llama-3.1-8b-instant,"Rows/Cols are 0-indexed.
Board:
0: . | . | .
1: X | X | X
2: . | O | O
    0   1   2
Current player: O","Rows/Cols are 0-indexed.
Board:
0: . | . | .
1: X | X | X
2: . | O | O
    0   1   2
Current player: O",0,terminal_state_reached,X,0,0,0,True,True,False,False,False,0.0,0.0,True,False,False
20260318_233806,20260318_233806,ttt_case_24,tictactoe,groq,llama-3.1-8b-instant,"Rows/Cols are 0-indexed.
Board:
0: . | . | O
1: . | X | .
2: . | . | .
    0   1   2
Current player: X","Rows/Cols are 0-indexed.
Board:
0: X | O | O
1: X | X | X
2: O | . | .
    0   1   2
Current player: O",5,terminal_state_reached,X,5,5,0,True,False,True,False,True,1.0,0.0,True,False,False
20260318_233806,20260318_233806,ttt_case_25,tictactoe,groq,llama-3.1-8b-instant,"Rows/Cols are 0-indexed.
Board:
0: . | . | .
1: . | O | .
2: X | . | X
    0   1   2
Current player: O","Rows/Cols are 0-indexed.
Board:
0: X | . | .
1: O | O | O
2: X | . | X
    0   1   2
Current player: X",3,terminal_state_reached,O,3,3,0,True,False,True,False,True,1.0,0.0,False,True,False
20260318_233806,20260318_233806,ttt_case_26,tictactoe,groq,llama-3.1-8b-instant,"Rows/Cols are 0-indexed.
Board:
0: X | O | X
1: X | . | .
2: X | O | O
    0   1   2
Current player: O","Rows/Cols are 0-indexed.
Board:
0: X | O | X
1: X | . | .
2: X | O | O
    0   1   2
Current player: O",0,terminal_state_reached,X,0,0,0,True,True,False,False,False,0.0,0.0,True,False,False
20260318_233806,20260318_233806,ttt_case_27,tictactoe,groq,llama-3.1-8b-instant,"Rows/Cols are 0-indexed.
Board:
0: . | . | .
1: . | . | .
2: . | . | .
    0   1   2
Current player: X","Rows/Cols are 0-indexed.
Board:
0: X | X | X
1: . | O | O
2: . | . | .
    0   1   2
Current player: O",5,terminal_state_reached,X,5,5,0,True,False,True,False,True,1.0,0.0,True,False,False
20260318_233806,20260318_233806,ttt_case_28,tictactoe,groq,llama-3.1-8b-instant,"Rows/Cols are 0-indexed.
Board:
0: . | . | X
1: . | . | .
2: . | . | .
    0   1   2
Current player: O","Rows/Cols are 0-indexed.
Board:
0: . | X | X
1: O | O | O
2: X | . | .
    0   1   2
Current player: X",5,terminal_state_reached,O,5,5,0,True,False,True,False,True,1.0,0.0,False,True,False
20260318_233806,20260318_233806,ttt_case_29,tictactoe,groq,llama-3.1-8b-instant,"Rows/Cols are 0-indexed.
Board:
0: . | O | .
1: . | . | .
2: X | . | .
    0   1   2
Current player: X","Rows/Cols are 0-indexed.
Board:
0: X | O | X
1: O | O | O
2: X | X | .
    0   1   2
Current player: X",6,terminal_state_reached,O,6,6,0,True,False,True,False,True,1.0,0.0,False,True,False
20260318_233806,20260318_233806,ttt_case_30,tictactoe,groq,llama-3.1-8b-instant,"Rows/Cols are 0-indexed.
Board:
0: O | . | O
1: . | X | .
2: X | X | O
    0   1   2
Current player: X","Rows/Cols are 0-indexed.
Board:
0: O | O | O
1: X | X | .
2: X | X | O
    0   1   2
Current player: X",2,terminal_state_reached,O,2,2,0,True,False,True,False,True,1.0,0.0,False,True,False
20260318_233806,20260318_233806,ttt_case_31,tictactoe,groq,llama-3.1-8b-instant,"Rows/Cols are 0-indexed.
Board:
0: . | . | .
1: . | . | .
2: . | . | X
    0   1   2
Current player: O","Rows/Cols are 0-indexed.
Board:
0: X | X | .
1: O | O | O
2: . | . | X
    0   1   2
Current player: X",5,terminal_state_reached,O,5,5,0,True,False,True,False,True,1.0,0.0,False,True,False
20260318_233806,20260318_233806,ttt_case_32,tictactoe,groq,llama-3.1-8b-instant,"Rows/Cols are 0-indexed.
Board:
0: . | O | .
1: X | . | X
2: O | . | .
    0   1   2
Current player: X","Rows/Cols are 0-indexed.
Board:
0: X | O | .
1: X | X | X
2: O | O | .
    0   1   2
Current player: O",3,terminal_state_reached,X,3,3,0,True,False,True,False,True,1.0,0.0,True,False,False
20260318_233806,20260318_233806,ttt_case_33,tictactoe,groq,llama-3.1-8b-instant,"Rows/Cols are 0-indexed.
Board:
0: O | . | .
1: . | . | .
2: . | X | .
    0   1   2
Current player: X","Rows/Cols are 0-indexed.
Board:
0: O | O | .
1: X | X | X
2: . | X | O
    0   1   2
Current player: O",5,terminal_state_reached,X,5,5,0,True,False,True,False,True,1.0,0.0,True,False,False
20260318_233806,20260318_233806,ttt_case_34,tictactoe,groq,llama-3.1-8b-instant,"Rows/Cols are 0-indexed.
Board:
0: O | . | O
1: . | . | X
2: . | . | X
    0   1   2
Current player: X","Rows/Cols are 0-indexed.
Board:
0: O | . | O
1: X | X | X
2: . | O | X
    0   1   2
Current player: O",3,terminal_state_reached,X,3,3,0,True,False,True,False,True,1.0,0.0,True,False,False
20260318_233806,20260318_233806,ttt_case_35,tictactoe,groq,llama-3.1-8b-instant,"Rows/Cols are 0-indexed.
Board:
0: . | X | .
1: O | O | .
2: . | . | X
    0   1   2
Current player: X","Rows/Cols are 0-indexed.
Board:
0: X | X | .
1: O | O | O
2: . | . | X
    0   1   2
Current player: X",2,terminal_state_reached,O,2,2,0,True,False,True,False,True,1.0,0.0,False,True,False
20260318_233806,20260318_233806,ttt_case_36,tictactoe,groq,llama-3.1-8b-instant,"Rows/Cols are 0-indexed.
Board:
0: O | . | .
1: . | . | .
2: . | . | X
    0   1   2
Current player: X","Rows/Cols are 0-indexed.
Board:
0: O | X | O
1: X | O | X
2: X | O | X
    0   1   2
Current player: O",7,terminal_state_reached,draw,7,7,0,True,False,True,False,True,1.0,0.0,False,False,True
20260318_233806,20260318_233806,ttt_case_37,tictactoe,groq,llama-3.1-8b-instant,"Rows/Cols are 0-indexed.
Board:
0: X | O | X
1: O | X | X
2: O | X | O
    0   1   2
Current player: O","Rows/Cols are 0-indexed.
Board:
0: X | O | X
1: O | X | X
2: O | X | O
    0   1   2
Current player: O",0,terminal_state_reached,draw,0,0,0,True,True,False,False,False,0.0,0.0,False,False,True
20260318_233806,20260318_233806,ttt_case_38,tictactoe,groq,llama-3.1-8b-instant,"Rows/Cols are 0-indexed.
Board:
0: X | X | O
1: X | O | O
2: . | X | O
    0   1   2
Current player: X","Rows/Cols are 0-indexed.
Board:
0: X | X | O
1: X | O | O
2: . | X | O
    0   1   2
Current player: X",0,terminal_state_reached,O,0,0,0,True,True,False,False,False,0.0,0.0,False,True,False
20260318_233806,20260318_233806,ttt_case_39,tictactoe,groq,llama-3.1-8b-instant,"Rows/Cols are 0-indexed.
Board:
0: . | . | X
1: . | X | O
2: X | O | .
    0   1   2
Current player: O","Rows/Cols are 0-indexed.
Board:
0: . | . | X
1: . | X | O
2: X | O | .
    0   1   2
Current player: O",0,terminal_state_reached,X,0,0,0,True,True,False,False,False,0.0,0.0,True,False,False
20260318_233806,20260318_233806,ttt_case_40,tictactoe,groq,llama-3.1-8b-instant,"Rows/Cols are 0-indexed.
Board:
0: . | . | .
1: O | . | .
2: X | . | X
    0   1   2
Current player: O","Rows/Cols are 0-indexed.
Board:
0: O | X | O
1: O | O | X
2: X | X | X
    0   1   2
Current player: O",6,terminal_state_reached,X,6,6,0,True,False,True,False,True,1.0,0.0,True,False,False
20260318_233806,20260318_233806,ttt_case_41,tictactoe,groq,llama-3.1-8b-instant,"Rows/Cols are 0-indexed.
Board:
0: . | . | .
1: X | . | O
2: X | O | .
    0   1   2
Current player: X","Rows/Cols are 0-indexed.
Board:
0: X | . | .
1: X | . | O
2: X | O | .
    0   1   2
Current player: O",1,terminal_state_reached,X,1,1,0,True,False,True,False,True,1.0,0.0,True,False,False
20260318_233806,20260318_233806,ttt_case_42,tictactoe,groq,llama-3.1-8b-instant,"Rows/Cols are 0-indexed.
Board:
0: O | X | X
1: O | O | .
2: X | . | X
    0   1   2
Current player: O","Rows/Cols are 0-indexed.
Board:
0: O | X | X
1: O | O | O
2: X | . | X
    0   1   2
Current player: X",1,terminal_state_reached,O,1,1,0,True,False,True,False,True,1.0,0.0,False,True,False
20260318_233806,20260318_233806,ttt_case_43,tictactoe,groq,llama-3.1-8b-instant,"Rows/Cols are 0-indexed.
Board:
0: X | O | X
1: X | O | X
2: O | O | .
    0   1   2
Current player: X","Rows/Cols are 0-indexed.
Board:
0: X | O | X
1: X | O | X
2: O | O | .
    0   1   2
Current player: X",0,terminal_state_reached,O,0,0,0,True,True,False,False,False,0.0,0.0,False,True,False
20260318_233806,20260318_233806,ttt_case_44,tictactoe,groq,llama-3.1-8b-instant,"Rows/Cols are 0-indexed.
Board:
0: . | X | .
1: X | O | .
2: X | . | O
    0   1   2
Current player: O","Rows/Cols are 0-indexed.
Board:
0: O | X | .
1: X | O | .
2: X | . | O
    0   1   2
Current player: X",1,terminal_state_reached,O,1,1,0,True,False,True,False,True,1.0,0.0,False,True,False
20260318_233806,20260318_233806,ttt_case_45,tictactoe,groq,llama-3.1-8b-instant,"Rows/Cols are 0-indexed.
Board:
0: . | . | O
1: . | . | .
2: X | . | X
    0   1   2
Current player: O","Rows/Cols are 0-indexed.
Board:
0: O | O | O
1: X | O | X
2: X | . | X
    0   1   2
Current player: X",5,terminal_state_reached,O,5,5,0,True,False,True,False,True,1.0,0.0,False,True,False
20260318_233806,20260318_233806,ttt_case_46,tictactoe,groq,llama-3.1-8b-instant,"Rows/Cols are 0-indexed.
Board:
0: X | O | O
1: O | O | X
2: X | X | X
    0   1   2
Current player: O","Rows/Cols are 0-indexed.
Board:
0: X | O | O
1: O | O | X
2: X | X | X
    0   1   2
Current player: O",0,terminal_state_reached,X,0,0,0,True,True,False,False,False,0.0,0.0,True,False,False
20260318_233806,20260318_233806,ttt_case_47,tictactoe,groq,llama-3.1-8b-instant,"Rows/Cols are 0-indexed.
Board:
0: X | . | .
1: X | . | .
2: X | O | O
    0   1   2
Current player: O","Rows/Cols are 0-indexed.
Board:
0: X | . | .
1: X | . | .
2: X | O | O
    0   1   2
Current player: O",0,terminal_state_reached,X,0,0,0,True,True,False,False,False,0.0,0.0,True,False,False
20260318_233806,20260318_233806,ttt_case_48,tictactoe,groq,llama-3.1-8b-instant,"Rows/Cols are 0-indexed.
Board:
0: X | . | .
1: . | . | .
2: . | . | .
    0   1   2
Current player: O","Rows/Cols are 0-indexed.
Board:
0: X | X | X
1: . | O | O
2: . | . | .
    0   1   2
Current player: O",4,terminal_state_reached,X,4,4,0,True,False,True,False,True,1.0,0.0,True,False,False
20260318_233806,20260318_233806,ttt_case_49,tictactoe,groq,llama-3.1-8b-instant,"Rows/Cols are 0-indexed.
Board:
0: . | O | X
1: O | X | X
2: . | . | O
    0   1   2
Current player: X","Rows/Cols are 0-indexed.
Board:
0: X | O | X
1: O | X | X
2: X | O | O
    0   1   2
Current player: O",3,terminal_state_reached,X,3,3,0,True,False,True,False,True,1.0,0.0,True,False,False
20260318_234547,20260318_234547,ttt_case_0,tictactoe,groq,qwen/qwen3-32b,"Rows/Cols are 0-indexed.
Board:
0: X | . | .
1: . | . | .
2: . | . | .
    0   1   2
Current player: O","Rows/Cols are 0-indexed.
Board:
0: X | O | X
1: O | O | O
2: X | . | X
    0   1   2
Current player: X",7,terminal_state_reached,O,7,7,0,True,False,True,False,True,1.0,0.0,False,True,False
20260318_234547,20260318_234547,ttt_case_1,tictactoe,groq,qwen/qwen3-32b,"Rows/Cols are 0-indexed.
Board:
0: . | X | .
1: X | O | .
2: . | . | O
    0   1   2
Current player: X","Rows/Cols are 0-indexed.
Board:
0: X | X | X
1: X | O | .
2: O | . | O
    0   1   2
Current player: O",3,terminal_state_reached,X,3,3,0,True,False,True,False,True,1.0,0.0,True,False,False
20260318_234547,20260318_234547,ttt_case_2,tictactoe,groq,qwen/qwen3-32b,"Rows/Cols are 0-indexed.
Board:
0: . | . | .
1: . | . | .
2: . | . | X
    0   1   2
Current player: O","Rows/Cols are 0-indexed.
Board:
0: . | . | .
1: . | . | .
2: . | . | X
    0   1   2
Current player: O",0,invalid_or_unparseable_move,,1,0,1,False,False,True,True,False,0.0,1.0,False,False,False
20260318_234547,20260318_234547,ttt_case_3,tictactoe,groq,qwen/qwen3-32b,"Rows/Cols are 0-indexed.
Board:
0: . | . | .
1: . | . | .
2: X | . | .
    0   1   2
Current player: O","Rows/Cols are 0-indexed.
Board:
0: O | X | O
1: O | X | X
2: X | O | X
    0   1   2
Current player: O",8,terminal_state_reached,draw,8,8,0,True,False,True,False,True,1.0,0.0,False,False,True
20260318_234547,20260318_234547,ttt_case_4,tictactoe,groq,qwen/qwen3-32b,"Rows/Cols are 0-indexed.
Board:
0: . | . | .
1: . | . | .
2: . | . | .
    0   1   2
Current player: X","Rows/Cols are 0-indexed.
Board:
0: . | . | O
1: X | X | X
2: . | . | O
    0   1   2
Current player: O",5,terminal_state_reached,X,5,5,0,True,False,True,False,True,1.0,0.0,True,False,False
20260318_234547,20260318_234547,ttt_case_5,tictactoe,groq,qwen/qwen3-32b,"Rows/Cols are 0-indexed.
Board:
0: . | . | .
1: . | . | .
2: . | . | .
    0   1   2
Current player: X","Rows/Cols are 0-indexed.
Board:
0: O | . | O
1: X | X | X
2: . | . | .
    0   1   2
Current player: O",5,terminal_state_reached,X,5,5,0,True,False,True,False,True,1.0,0.0,True,False,False
20260318_234547,20260318_234547,ttt_case_6,tictactoe,groq,qwen/qwen3-32b,"Rows/Cols are 0-indexed.
Board:
0: . | . | .
1: X | . | .
2: . | . | .
    0   1   2
Current player: O","Rows/Cols are 0-indexed.
Board:
0: O | O | O
1: X | X | .
2: . | . | X
    0   1   2
Current player: X",5,terminal_state_reached,O,5,5,0,True,False,True,False,True,1.0,0.0,False,True,False
20260318_234547,20260318_234547,ttt_case_7,tictactoe,groq,qwen/qwen3-32b,"Rows/Cols are 0-indexed.
Board:
0: O | . | .
1: . | . | X
2: . | . | X
    0   1   2
Current player: O","Rows/Cols are 0-indexed.
Board:
0: O | O | X
1: . | . | X
2: . | . | X
    0   1   2
Current player: O",2,terminal_state_reached,X,2,2,0,True,False,True,False,True,1.0,0.0,True,False,False
20260318_234547,20260318_234547,ttt_case_8,tictactoe,groq,qwen/qwen3-32b,"Rows/Cols are 0-indexed.
Board:
0: . | X | .
1: . | . | .
2: O | . | X
    0   1   2
Current player: O","Rows/Cols are 0-indexed.
Board:
0: X | X | X
1: . | O | O
2: O | . | X
    0   1   2
Current player: O",4,terminal_state_reached,X,4,4,0,True,False,True,False,True,1.0,0.0,True,False,False
20260318_234547,20260318_234547,ttt_case_9,tictactoe,groq,qwen/qwen3-32b,"Rows/Cols are 0-indexed.
Board:
0: O | . | O
1: X | X | O
2: X | . | X
    0   1   2
Current player: O","Rows/Cols are 0-indexed.
Board:
0: O | O | O
1: X | X | O
2: X | . | X
    0   1   2
Current player: X",1,terminal_state_reached,O,1,1,0,True,False,True,False,True,1.0,0.0,False,True,False
20260318_234547,20260318_234547,ttt_case_10,tictactoe,groq,qwen/qwen3-32b,"Rows/Cols are 0-indexed.
Board:
0: . | . | .
1: X | . | .
2: O | . | .
    0   1   2
Current player: X","Rows/Cols are 0-indexed.
Board:
0: O | . | .
1: X | X | X
2: O | . | .
    0   1   2
Current player: O",3,terminal_state_reached,X,3,3,0,True,False,True,False,True,1.0,0.0,True,False,False
20260318_234547,20260318_234547,ttt_case_11,tictactoe,groq,qwen/qwen3-32b,"Rows/Cols are 0-indexed.
Board:
0: . | X | .
1: . | . | .
2: . | . | .
    0   1   2
Current player: O","Rows/Cols are 0-indexed.
Board:
0: X | X | O
1: X | O | O
2: X | . | .
    0   1   2
Current player: O",6,terminal_state_reached,X,6,6,0,True,False,True,False,True,1.0,0.0,True,False,False
20260318_234547,20260318_234547,ttt_case_12,tictactoe,groq,qwen/qwen3-32b,"Rows/Cols are 0-indexed.
Board:
0: . | X | .
1: O | O | .
2: O | X | X
    0   1   2
Current player: X","Rows/Cols are 0-indexed.
Board:
0: X | X | O
1: O | O | .
2: O | X | X
    0   1   2
Current player: X",2,terminal_state_reached,O,2,2,0,True,False,True,False,True,1.0,0.0,False,True,False
20260318_234547,20260318_234547,ttt_case_13,tictactoe,groq,qwen/qwen3-32b,"Rows/Cols are 0-indexed.
Board:
0: . | . | .
1: . | . | .
2: . | . | .
    0   1   2
Current player: X","Rows/Cols are 0-indexed.
Board:
0: O | O | O
1: X | X | .
2: . | . | X
    0   1   2
Current player: X",6,terminal_state_reached,O,6,6,0,True,False,True,False,True,1.0,0.0,False,True,False
20260318_234547,20260318_234547,ttt_case_14,tictactoe,groq,qwen/qwen3-32b,"Rows/Cols are 0-indexed.
Board:
0: O | O | .
1: . | X | O
2: X | X | X
    0   1   2
Current player: O","Rows/Cols are 0-indexed.
Board:
0: O | O | .
1: . | X | O
2: X | X | X
    0   1   2
Current player: O",0,terminal_state_reached,X,0,0,0,True,True,False,False,False,0.0,0.0,True,False,False
20260318_234547,20260318_234547,ttt_case_15,tictactoe,groq,qwen/qwen3-32b,"Rows/Cols are 0-indexed.
Board:
0: O | X | O
1: O | O | X
2: X | X | X
    0   1   2
Current player: O","Rows/Cols are 0-indexed.
Board:
0: O | X | O
1: O | O | X
2: X | X | X
    0   1   2
Current player: O",0,terminal_state_reached,X,0,0,0,True,True,False,False,False,0.0,0.0,True,False,False
20260318_234547,20260318_234547,ttt_case_16,tictactoe,groq,qwen/qwen3-32b,"Rows/Cols are 0-indexed.
Board:
0: . | . | .
1: . | . | .
2: X | . | .
    0   1   2
Current player: O","Rows/Cols are 0-indexed.
Board:
0: O | X | O
1: O | X | X
2: X | O | X
    0   1   2
Current player: O",8,terminal_state_reached,draw,8,8,0,True,False,True,False,True,1.0,0.0,False,False,True
20260318_234547,20260318_234547,ttt_case_17,tictactoe,groq,qwen/qwen3-32b,"Rows/Cols are 0-indexed.
Board:
0: . | X | .
1: O | . | O
2: . | X | .
    0   1   2
Current player: X","Rows/Cols are 0-indexed.
Board:
0: X | X | X
1: O | . | O
2: . | X | O
    0   1   2
Current player: O",3,terminal_state_reached,X,3,3,0,True,False,True,False,True,1.0,0.0,True,False,False
