run_id,case_id,game,model,initial_board,stopped_reason,winner,valid_turns,total_turns
20260321_222044,case_20,tictactoe,qwen/qwen3-32b,"Rows/Cols are 0-indexed.
Board:
0: . | . | .
1: . | . | .
2: . | . | .
    0   1   2
Current player: X",terminal_state_reached,draw,9,9
20260321_222044,case_21,tictactoe,qwen/qwen3-32b,"Rows/Cols are 0-indexed.
Board:
0: X | . | .
1: . | X | .
2: O | . | .
    0   1   2
Current player: O",terminal_state_reached,draw,6,6
20260321_222044,case_22,tictactoe,qwen/qwen3-32b,"Rows/Cols are 0-indexed.
Board:
0: . | X | .
1: . | O | .
2: X | . | O
    0   1   2
Current player: X",terminal_state_reached,O,2,2
20260321_222044,case_23,tictactoe,qwen/qwen3-32b,"Rows/Cols are 0-indexed.
Board:
0: . | . | .
1: X | X | X
2: . | O | O
    0   1   2
Current player: O",terminal_state_reached,X,0,0
20260321_222044,case_24,tictactoe,qwen/qwen3-32b,"Rows/Cols are 0-indexed.
Board:
0: . | . | O
1: . | X | .
2: . | . | .
    0   1   2
Current player: X",terminal_state_reached,X,5,5
20260321_222044,case_25,tictactoe,qwen/qwen3-32b,"Rows/Cols are 0-indexed.
Board:
0: . | . | .
1: . | O | .
2: X | . | X
    0   1   2
Current player: O",terminal_state_reached,draw,6,6
20260321_222044,case_26,tictactoe,qwen/qwen3-32b,"Rows/Cols are 0-indexed.
Board:
0: X | O | X
1: X | . | .
2: X | O | O
    0   1   2
Current player: O",terminal_state_reached,X,0,0
20260321_222044,case_27,tictactoe,qwen/qwen3-32b,"Rows/Cols are 0-indexed.
Board:
0: . | . | .
1: . | . | .
2: . | . | .
    0   1   2
Current player: X",terminal_state_reached,X,5,5
20260321_222044,case_28,tictactoe,qwen/qwen3-32b,"Rows/Cols are 0-indexed.
Board:
0: . | . | X
1: . | . | .
2: . | . | .
    0   1   2
Current player: O",terminal_state_reached,draw,8,8
20260321_222044,case_29,tictactoe,qwen/qwen3-32b,"Rows/Cols are 0-indexed.
Board:
0: . | O | .
1: . | . | .
2: X | . | .
    0   1   2
Current player: X",terminal_state_reached,X,3,3
20260321_222044,case_30,tictactoe,qwen/qwen3-32b,"Rows/Cols are 0-indexed.
Board:
0: O | . | O
1: . | X | .
2: X | X | O
    0   1   2
Current player: X",terminal_state_reached,X,1,1
20260321_222044,case_31,tictactoe,qwen/qwen3-32b,"Rows/Cols are 0-indexed.
Board:
0: . | . | .
1: . | . | .
2: . | . | X
    0   1   2
Current player: O",terminal_state_reached,O,5,5
20260321_222044,case_32,tictactoe,qwen/qwen3-32b,"Rows/Cols are 0-indexed.
Board:
0: . | O | .
1: X | . | X
2: O | . | .
    0   1   2
Current player: X",terminal_state_reached,X,1,1
20260321_222044,case_33,tictactoe,qwen/qwen3-32b,"Rows/Cols are 0-indexed.
Board:
0: O | . | .
1: . | . | .
2: . | X | .
    0   1   2
Current player: X",terminal_state_reached,X,5,5
20260321_222044,case_34,tictactoe,qwen/qwen3-32b,"Rows/Cols are 0-indexed.
Board:
0: O | . | O
1: . | . | X
2: . | . | X
    0   1   2
Current player: X",terminal_state_reached,O,2,2
20260321_222044,case_35,tictactoe,qwen/qwen3-32b,"Rows/Cols are 0-indexed.
Board:
0: . | X | .
1: O | O | .
2: . | . | X
    0   1   2
Current player: X",terminal_state_reached,X,3,3
20260321_222044,case_36,tictactoe,qwen/qwen3-32b,"Rows/Cols are 0-indexed.
Board:
0: O | . | .
1: . | . | .
2: . | . | X
    0   1   2
Current player: X",terminal_state_reached,O,4,4
20260321_222044,case_37,tictactoe,qwen/qwen3-32b,"Rows/Cols are 0-indexed.
Board:
0: X | O | X
1: O | X | X
2: O | X | O
    0   1   2
Current player: O",terminal_state_reached,draw,0,0
20260321_222044,case_38,tictactoe,qwen/qwen3-32b,"Rows/Cols are 0-indexed.
Board:
0: X | X | O
1: X | O | O
2: . | X | O
    0   1   2
Current player: X",terminal_state_reached,O,0,0
20260321_222044,case_39,tictactoe,qwen/qwen3-32b,"Rows/Cols are 0-indexed.
Board:
0: . | . | X
1: . | X | O
2: X | O | .
    0   1   2
Current player: O",terminal_state_reached,X,0,0
20260321_222044,case_40,tictactoe,qwen/qwen3-32b,"Rows/Cols are 0-indexed.
Board:
0: . | . | .
1: O | . | .
2: X | . | X
    0   1   2
Current player: O",terminal_state_reached,draw,6,6
20260321_222044,case_41,tictactoe,qwen/qwen3-32b,"Rows/Cols are 0-indexed.
Board:
0: . | . | .
1: X | . | O
2: X | O | .
    0   1   2
Current player: X",terminal_state_reached,X,1,1
20260321_222044,case_42,tictactoe,qwen/qwen3-32b,"Rows/Cols are 0-indexed.
Board:
0: O | X | X
1: O | O | .
2: X | . | X
    0   1   2
Current player: O",terminal_state_reached,O,1,1
20260321_222044,case_43,tictactoe,qwen/qwen3-32b,"Rows/Cols are 0-indexed.
Board:
0: X | O | X
1: X | O | X
2: O | O | .
    0   1   2
Current player: X",terminal_state_reached,O,0,0
20260321_222044,case_44,tictactoe,qwen/qwen3-32b,"Rows/Cols are 0-indexed.
Board:
0: . | X | .
1: X | O | .
2: X | . | O
    0   1   2
Current player: O",terminal_state_reached,O,1,1
20260321_222044,case_45,tictactoe,qwen/qwen3-32b,"Rows/Cols are 0-indexed.
Board:
0: . | . | O
1: . | . | .
2: X | . | X
    0   1   2
Current player: O",terminal_state_reached,draw,6,6
20260321_222044,case_46,tictactoe,qwen/qwen3-32b,"Rows/Cols are 0-indexed.
Board:
0: X | O | O
1: O | O | X
2: X | X | X
    0   1   2
Current player: O",terminal_state_reached,X,0,0
20260321_222044,case_47,tictactoe,qwen/qwen3-32b,"Rows/Cols are 0-indexed.
Board:
0: X | . | .
1: X | . | .
2: X | O | O
    0   1   2
Current player: O",terminal_state_reached,X,0,0
20260321_222044,case_48,tictactoe,qwen/qwen3-32b,"Rows/Cols are 0-indexed.
Board:
0: X | . | .
1: . | . | .
2: . | . | .
    0   1   2
Current player: O",terminal_state_reached,O,5,5
20260321_222044,case_49,tictactoe,qwen/qwen3-32b,"Rows/Cols are 0-indexed.
Board:
0: . | O | X
1: O | X | X
2: . | . | O
    0   1   2
Current player: X",terminal_state_reached,draw,3,3
20260321_223526,case_0,connect_four,llama-3.1-8b-instant,"Columns are 0-indexed.
Board:
X | . | . | . | . | . | .
O | . | . | . | . | . | .
X | O | . | . | . | X | .
X | X | . | . | . | O | .
O | O | X | . | O | O | .
X | X | O | X | O | X | .
0   1   2   3   4   5   6
Current player: O",terminal_state_reached,X,0,0
20260321_223526,case_1,connect_four,llama-3.1-8b-instant,"Columns are 0-indexed.
Board:
. | . | . | . | . | . | .
. | . | . | . | X | . | .
. | . | . | . | X | . | .
. | . | . | . | O | O | .
. | X | . | O | O | X | .
X | X | O | O | X | O | .
0   1   2   3   4   5   6
Current player: X",invalid_move,,9,10
20260321_223526,case_2,connect_four,llama-3.1-8b-instant,"Columns are 0-indexed.
Board:
. | . | . | . | . | . | .
. | . | . | . | . | . | .
. | . | . | . | . | . | .
. | . | . | . | . | . | .
. | . | . | . | . | . | .
. | . | . | . | . | . | .
0   1   2   3   4   5   6
Current player: X",invalid_move,,6,7
20260321_223526,case_3,connect_four,llama-3.1-8b-instant,"Columns are 0-indexed.
Board:
. | . | . | . | . | . | .
. | . | . | . | . | . | .
. | . | . | . | . | . | .
. | . | O | . | . | . | .
O | O | O | . | . | . | .
X | X | X | O | . | X | X
0   1   2   3   4   5   6
Current player: X",invalid_move,,4,5
20260321_223526,case_4,connect_four,llama-3.1-8b-instant,"Columns are 0-indexed.
Board:
. | . | . | . | . | . | .
. | . | . | . | . | . | .
O | . | O | . | . | . | .
O | . | O | . | X | . | .
O | . | O | X | X | . | X
X | . | O | O | X | X | X
0   1   2   3   4   5   6
Current player: X",terminal_state_reached,O,0,0
20260321_223526,case_5,connect_four,llama-3.1-8b-instant,"Columns are 0-indexed.
Board:
. | . | . | . | . | . | .
. | . | . | . | . | . | .
X | . | . | . | . | . | O
X | X | X | . | . | . | O
O | O | O | O | O | X | X
X | X | X | O | X | O | O
0   1   2   3   4   5   6
Current player: X",terminal_state_reached,O,0,0
20260321_223526,case_6,connect_four,llama-3.1-8b-instant,"Columns are 0-indexed.
Board:
. | O | . | . | . | X | .
. | X | O | . | . | O | .
. | O | O | . | . | X | .
. | X | X | X | X | O | O
. | O | O | X | O | X | X
O | X | O | O | X | X | X
0   1   2   3   4   5   6
Current player: O",terminal_state_reached,X,0,0
20260321_223526,case_7,connect_four,llama-3.1-8b-instant,"Columns are 0-indexed.
Board:
. | . | . | . | . | . | .
. | . | . | . | . | . | .
. | . | . | . | . | . | .
. | . | . | . | . | . | .
. | . | . | . | . | . | .
X | X | . | . | . | . | O
0   1   2   3   4   5   6
Current player: O",invalid_move,,5,6
20260321_223526,case_8,connect_four,llama-3.1-8b-instant,"Columns are 0-indexed.
Board:
. | . | . | . | . | . | .
. | . | . | . | . | . | .
. | O | . | X | . | . | .
. | O | X | X | . | O | .
. | O | X | O | . | X | .
X | O | O | X | X | O | .
0   1   2   3   4   5   6
Current player: X",terminal_state_reached,O,0,0
20260321_223526,case_9,connect_four,llama-3.1-8b-instant,"Columns are 0-indexed.
Board:
. | . | . | . | . | . | .
. | . | . | . | X | . | .
. | . | . | . | O | . | .
. | . | . | O | O | . | .
. | O | O | X | X | X | .
X | X | O | X | O | X | .
0   1   2   3   4   5   6
Current player: O",invalid_move,,4,5
20260321_223526,case_10,connect_four,llama-3.1-8b-instant,"Columns are 0-indexed.
Board:
. | . | . | . | . | . | .
. | . | . | . | . | . | .
. | . | . | . | . | . | .
. | . | . | . | . | . | .
. | . | . | . | . | . | .
O | X | . | . | . | . | X
0   1   2   3   4   5   6
Current player: O",invalid_move,,5,6
20260321_223526,case_11,connect_four,llama-3.1-8b-instant,"Columns are 0-indexed.
Board:
. | . | . | . | . | . | .
. | . | . | . | . | . | .
. | . | . | O | X | . | .
. | . | . | O | X | . | .
. | . | . | X | X | . | .
O | X | O | O | X | X | O
0   1   2   3   4   5   6
Current player: O",terminal_state_reached,X,0,0
20260321_223526,case_12,connect_four,llama-3.1-8b-instant,"Columns are 0-indexed.
Board:
. | . | . | . | . | . | .
. | . | . | . | . | . | .
. | . | . | . | . | . | .
. | . | . | . | . | . | .
. | . | . | . | . | . | .
. | . | . | . | . | . | .
0   1   2   3   4   5   6
Current player: X",invalid_move,,6,7
20260321_223526,case_13,connect_four,llama-3.1-8b-instant,"Columns are 0-indexed.
Board:
. | . | . | . | . | . | .
. | . | . | . | . | . | .
. | . | . | . | . | . | .
. | . | . | . | . | . | .
. | . | X | . | . | O | X
. | . | O | . | O | X | X
0   1   2   3   4   5   6
Current player: O",invalid_move,,6,7
20260321_223526,case_14,connect_four,llama-3.1-8b-instant,"Columns are 0-indexed.
Board:
. | . | . | . | . | . | .
. | . | . | . | . | . | .
. | . | . | . | . | . | .
. | . | . | . | . | . | .
. | . | . | O | . | X | .
X | X | X | O | . | O | .
0   1   2   3   4   5   6
Current player: O",invalid_move,,5,6
20260321_223526,case_15,connect_four,llama-3.1-8b-instant,"Columns are 0-indexed.
Board:
. | . | . | . | . | . | .
. | . | . | . | . | . | .
. | . | . | . | O | . | O
. | O | . | . | X | . | X
. | X | X | . | O | O | O
X | X | O | . | X | X | O
0   1   2   3   4   5   6
Current player: X",invalid_move,,3,4
20260321_223526,case_16,connect_four,llama-3.1-8b-instant,"Columns are 0-indexed.
Board:
. | . | . | . | . | . | .
. | . | . | . | . | . | .
. | . | . | . | . | . | .
X | . | . | . | X | . | .
O | . | O | . | X | . | .
O | . | O | X | X | . | O
0   1   2   3   4   5   6
Current player: X",invalid_move,,6,7
20260321_223526,case_17,connect_four,llama-3.1-8b-instant,"Columns are 0-indexed.
Board:
. | . | . | . | . | . | .
. | X | . | . | . | . | .
O | X | . | . | . | . | .
O | O | . | . | O | . | X
X | X | . | X | O | O | X
O | X | . | O | O | X | X
0   1   2   3   4   5   6
Current player: O",invalid_move,,1,2
20260321_223526,case_18,connect_four,llama-3.1-8b-instant,"Columns are 0-indexed.
Board:
. | . | . | . | . | . | .
. | . | . | . | . | . | .
. | . | . | . | . | . | .
. | . | . | . | O | X | .
. | O | . | X | X | X | X
. | X | O | O | X | O | O
0   1   2   3   4   5   6
Current player: O",terminal_state_reached,X,0,0
20260321_223526,case_19,connect_four,llama-3.1-8b-instant,"Columns are 0-indexed.
Board:
X | O | . | . | . | . | .
O | X | . | . | X | . | .
X | O | O | . | X | . | .
X | O | O | . | X | O | .
X | O | O | X | O | X | .
O | X | O | X | O | X | .
0   1   2   3   4   5   6
Current player: X",terminal_state_reached,O,0,0
20260321_223526,case_20,connect_four,llama-3.1-8b-instant,"Columns are 0-indexed.
Board:
. | . | . | X | . | . | .
. | X | . | X | X | . | .
. | O | . | O | O | . | .
. | X | . | O | O | O | O
X | X | O | X | X | O | X
O | X | O | O | O | X | X
0   1   2   3   4   5   6
Current player: X",terminal_state_reached,O,0,0
20260321_223526,case_21,connect_four,llama-3.1-8b-instant,"Columns are 0-indexed.
Board:
. | . | . | . | . | . | .
. | . | . | . | . | . | .
. | . | . | . | . | . | .
. | . | . | . | . | X | .
. | . | . | . | . | O | .
. | . | . | . | . | X | .
0   1   2   3   4   5   6
Current player: O",invalid_move,,6,7
20260321_223526,case_22,connect_four,llama-3.1-8b-instant,"Columns are 0-indexed.
Board:
. | . | . | . | . | . | .
. | . | . | . | . | . | .
. | . | . | . | . | . | .
. | . | . | . | . | . | .
. | . | . | . | . | . | O
X | . | O | O | . | X | X
0   1   2   3   4   5   6
Current player: X",invalid_move,,6,7
